organizationid,GradeLevel,Test,Orglevel,organizationname,SchoolYear,ProficientDATNotes,ProficientDenominatorDAT,ProficientDAT,ProficientLabel,ProgressingDATNotes,ProgressingDenominatorDAT,ProgressingDAT,ProgressingLabel,DataAsOf
103190,3rd Grade,WIDAALT,School,Mcclure Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103190,4th Grade,WIDAACC,School,Mcclure Elementary School,2024-25,None,29,8,27.59%,None,26,21,80.77%,2025-09-02T21:02:56.360Z
103190,5th Grade,WIDAACC,School,Mcclure Elementary School,2024-25,<10.7%,,,<10.7%,Top/Bottom Range - Cross Grade,,,37.9%,2025-09-02T21:02:56.360Z
103190,5th Grade,WIDAALT,School,Mcclure Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103190,All Grades,WIDAACC,School,Mcclure Elementary School,2024-25,None,191,14,7.14%,None,146,74,49.01%,2025-09-02T21:02:56.360Z
103190,All Grades,WIDAALT,School,Mcclure Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103190,Kindergarten,WIDAACC,School,Mcclure Elementary School,2024-25,<7.9%,,,<7.9%,N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103191,1st Grade,WIDAACC,School,K-8 Virtual School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103191,2nd Grade,WIDAACC,School,K-8 Virtual School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103191,3rd Grade,WIDAACC,School,K-8 Virtual School,2024-25,N<10,,,N<10 (Count Protected),,,,,2025-09-02T21:02:56.360Z
103191,4th Grade,WIDAACC,School,K-8 Virtual School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103191,5th Grade,WIDAACC,School,K-8 Virtual School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103191,6th Grade,WIDAACC,School,K-8 Virtual School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103191,7th Grade,WIDAACC,School,K-8 Virtual School,2024-25,<13.0%,,,<13.0%,<18.8%,,,<18.8%,2025-09-02T21:02:56.360Z
103191,8th Grade,WIDAACC,School,K-8 Virtual School,2024-25,<17.6%,,,<17.6%,N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103191,All Grades,WIDAACC,School,K-8 Virtual School,2024-25,<4.9%,,,<4.9%,Top/Bottom Range - Cross Grade,,,8.6%,2025-09-02T21:02:56.360Z
103191,Kindergarten,WIDAACC,School,K-8 Virtual School,2024-25,N<10,,,N<10 (Count Protected),,,,,2025-09-02T21:02:56.360Z
103192,1st Grade,WIDAACC,School,Barge-Lincoln Elementary School,2024-25,<6.3%,,,<6.3%,None,46,24,50.00%,2025-09-02T21:02:56.360Z
103192,1st Grade,WIDAALT,School,Barge-Lincoln Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103192,2nd Grade,WIDAACC,School,Barge-Lincoln Elementary School,2024-25,<6.1%,,,<6.1%,None,42,7,17.02%,2025-09-02T21:02:56.360Z
103192,2nd Grade,WIDAALT,School,Barge-Lincoln Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103192,3rd Grade,WIDAACC,School,Barge-Lincoln Elementary School,2024-25,None,55,3,7.02%,None,50,23,47.06%,2025-09-02T21:02:56.360Z
103192,3rd Grade,WIDAALT,School,Barge-Lincoln Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103192,4th Grade,WIDAACC,School,Barge-Lincoln Elementary School,2024-25,None,57,14,25.00%,None,52,33,61.82%,2025-09-02T21:02:56.360Z
103192,4th Grade,WIDAALT,School,Barge-Lincoln Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103192,5th Grade,WIDAACC,School,Barge-Lincoln Elementary School,2024-25,None,42,10,25.58%,None,37,20,55.26%,2025-09-02T21:02:56.360Z
103192,5th Grade,WIDAALT,School,Barge-Lincoln Elementary School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103192,All Grades,WIDAACC,School,Barge-Lincoln Elementary School,2024-25,None,295,28,10.39%,None,227,107,46.44%,2025-09-02T21:02:56.360Z
103192,All Grades,WIDAALT,School,Barge-Lincoln Elementary School,2024-25,None,13,4,10.39%,None,12,4,46.44%,2025-09-02T21:02:56.360Z
103192,Kindergarten,WIDAACC,School,Barge-Lincoln Elementary School,2024-25,<6.8%,,,<6.8%,,,,,2025-09-02T21:02:56.360Z
103194,10th Grade,WIDAACC,School,Eisenhower High School,2024-25,<2.31%,,,<2.31%,None,93,19,21.43%,2025-09-02T21:02:56.360Z
103194,10th Grade,WIDAALT,School,Eisenhower High School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103194,11th Grade,WIDAACC,School,Eisenhower High School,2024-25,None,144,4,3.36%,None,89,15,17.20%,2025-09-02T21:02:56.360Z
103194,11th Grade,WIDAALT,School,Eisenhower High School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103194,12th Grade,WIDAACC,School,Eisenhower High School,2024-25,None,130,3,10.96%,None,75,10,25.27%,2025-09-02T21:02:56.360Z
103194,12th Grade,WIDAALT,School,Eisenhower High School,2024-25,None,16,13,10.96%,None,16,13,25.27%,2025-09-02T21:02:56.360Z
103194,9th Grade,WIDAACC,School,Eisenhower High School,2024-25,None,137,3,2.82%,None,95,18,19.00%,2025-09-02T21:02:56.360Z
103194,9th Grade,WIDAALT,School,Eisenhower High School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103194,All Grades,WIDAACC,School,Eisenhower High School,2024-25,None,541,11,4.89%,None,352,62,20.68%,2025-09-02T21:02:56.360Z
103194,All Grades,WIDAALT,School,Eisenhower High School,2024-25,None,32,17,4.89%,None,30,17,20.68%,2025-09-02T21:02:56.360Z
103195,1st Grade,WIDAACC,School,Robertson Elementary,2024-25,<25.0%,,,<25.0%,N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103195,1st Grade,WIDAALT,School,Robertson Elementary,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103195,2nd Grade,WIDAACC,School,Robertson Elementary,2024-25,<10.3%,,,<10.3%,None,24,6,24.00%,2025-09-02T21:02:56.360Z
103195,2nd Grade,WIDAALT,School,Robertson Elementary,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103195,3rd Grade,WIDAACC,School,Robertson Elementary,2024-25,None,33,6,18.18%,None,30,14,46.67%,2025-09-02T21:02:56.360Z
103195,4th Grade,WIDAACC,School,Robertson Elementary,2024-25,None,24,3,15.38%,None,24,11,46.15%,2025-09-02T21:02:56.360Z
103195,4th Grade,WIDAALT,School,Robertson Elementary,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103195,5th Grade,WIDAACC,School,Robertson Elementary,2024-25,None,20,4,20.00%,None,19,7,36.84%,2025-09-02T21:02:56.360Z
103195,All Grades,WIDAACC,School,Robertson Elementary,2024-25,None,146,20,14.74%,None,113,46,40.50%,2025-09-02T21:02:56.360Z
103195,All Grades,WIDAALT,School,Robertson Elementary,2024-25,Top/Bottom Range - Cross Grade,,,14.7%,N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103195,Kindergarten,WIDAACC,School,Robertson Elementary,2024-25,None,29,7,23.33%,N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103195,Kindergarten,WIDAALT,School,Robertson Elementary,2024-25,N<10,,,N<10 (Count Protected),,,,,2025-09-02T21:02:56.360Z
103196,1st Grade,WIDAACC,School,Whitney Elementary,2024-25,<27.3%,,,<27.3%,N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103196,2nd Grade,WIDAACC,School,Whitney Elementary,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103196,3rd Grade,WIDAACC,School,Whitney Elementary,2024-25,<18.8%,,,<18.8%,None,14,3,26.67%,2025-09-02T21:02:56.360Z
103196,3rd Grade,WIDAALT,School,Whitney Elementary,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103196,4th Grade,WIDAACC,School,Whitney Elementary,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103196,4th Grade,WIDAALT,School,Whitney Elementary,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103196,5th Grade,WIDAACC,School,Whitney Elementary,2024-25,None,16,3,17.65%,None,15,4,25.00%,2025-09-02T21:02:56.360Z
103196,5th Grade,WIDAALT,School,Whitney Elementary,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103196,All Grades,WIDAACC,School,Whitney Elementary,2024-25,None,70,7,12.16%,None,55,15,28.81%,2025-09-02T21:02:56.360Z
103196,All Grades,WIDAALT,School,Whitney Elementary,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103196,Kindergarten,WIDAACC,School,Whitney Elementary,2024-25,<23.1%,,,<23.1%,N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103197,6th Grade,WIDAACC,School,Wilson Middle School,2024-25,<5.0%,,,<5.0%,None,55,4,8.77%,2025-09-02T21:02:56.360Z
103197,6th Grade,WIDAALT,School,Wilson Middle School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103197,7th Grade,WIDAACC,School,Wilson Middle School,2024-25,<4.7%,,,<4.7%,None,50,13,30.36%,2025-09-02T21:02:56.360Z
103197,7th Grade,WIDAALT,School,Wilson Middle School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103197,8th Grade,WIDAACC,School,Wilson Middle School,2024-25,<7.1%,,,<7.1%,None,36,10,29.73%,2025-09-02T21:02:56.360Z
103197,8th Grade,WIDAALT,School,Wilson Middle School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103197,All Grades,WIDAACC,School,Wilson Middle School,2024-25,<1.83%,,,<1.83%,None,141,27,22.00%,2025-09-02T21:02:56.360Z
103197,All Grades,WIDAALT,School,Wilson Middle School,2024-25,None,10,5,4.02%,N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103199,6th Grade,WIDAACC,School,Lewis & Clark Middle School,2024-25,<3.6%,,,<3.6%,<4.3%,,,<4.3%,2025-09-02T21:02:56.360Z
103199,7th Grade,WIDAACC,School,Lewis & Clark Middle School,2024-25,<2.24%,,,<2.24%,None,117,28,23.93%,2025-09-02T21:02:56.360Z
103199,8th Grade,WIDAACC,School,Lewis & Clark Middle School,2024-25,Top/Bottom Range - Cross Grade,,,6.0%,N<10 - Cross Grade,,,42%,2025-09-02T21:02:56.360Z
103199,All Grades,WIDAACC,School,Lewis & Clark Middle School,2024-25,None,300,7,2.33%,None,252,57,22.62%,2025-09-02T21:02:56.360Z
103200,1st Grade,WIDAACC,School,Martin Luther King Jr Elementary,2024-25,<6.8%,,,<6.8%,None,40,26,61.90%,2025-09-02T21:02:56.360Z
103200,1st Grade,WIDAALT,School,Martin Luther King Jr Elementary,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103200,2nd Grade,WIDAACC,School,Martin Luther King Jr Elementary,2024-25,<6.4%,,,<6.4%,Top/Bottom Range - Cross Grade,,,50.0%,2025-09-02T21:02:56.360Z
103200,2nd Grade,WIDAALT,School,Martin Luther King Jr Elementary,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103200,3rd Grade,WIDAACC,School,Martin Luther King Jr Elementary,2024-25,Top/Bottom Range - Cross Grade,,,6.6%,None,53,27,50.94%,2025-09-02T21:02:56.360Z
103200,4th Grade,WIDAACC,School,Martin Luther King Jr Elementary,2024-25,None,59,13,22.03%,None,55,35,63.64%,2025-09-02T21:02:56.360Z
103200,5th Grade,WIDAACC,School,Martin Luther King Jr Elementary,2024-25,None,39,12,30.00%,None,36,25,67.57%,2025-09-02T21:02:56.360Z
103200,5th Grade,WIDAALT,School,Martin Luther King Jr Elementary,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103200,All Grades,WIDAACC,School,Martin Luther King Jr Elementary,2024-25,None,279,31,10.80%,None,225,133,58.08%,2025-09-02T21:02:56.360Z
103200,All Grades,WIDAALT,School,Martin Luther King Jr Elementary,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103200,Kindergarten,WIDAACC,School,Martin Luther King Jr Elementary,2024-25,<10.0%,,,<10.0%,N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103200,Kindergarten,WIDAALT,School,Martin Luther King Jr Elementary,2024-25,N<10,,,N<10 (Count Protected),,,,,2025-09-02T21:02:56.360Z
103205,8th Grade,WIDAACC,School,Juvenile Detention Center,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103205,All Grades,WIDAACC,School,Juvenile Detention Center,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103206,10th Grade,WIDAACC,School,Stanton Academy,2024-25,<16.7%,,,<16.7%,N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103206,11th Grade,WIDAACC,School,Stanton Academy,2024-25,<20.0%,,,<20.0%,N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103206,12th Grade,WIDAACC,School,Stanton Academy,2024-25,<17.6%,,,<17.6%,N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103206,9th Grade,WIDAACC,School,Stanton Academy,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103206,All Grades,WIDAACC,School,Stanton Academy,2024-25,<5.7%,,,<5.7%,<13.6%,,,<13.6%,2025-09-02T21:02:56.360Z
103208,10th Grade,WIDAACC,School,East Valley High School,2024-25,Top/Bottom Range - Cross Grade,,,9.4%,None,22,7,31.82%,2025-09-02T21:02:56.360Z
103208,10th Grade,WIDAALT,School,East Valley High School,2024-25,N<10,,,N<10 (Count Protected),,,,,2025-09-02T21:02:56.360Z
103208,11th Grade,WIDAACC,School,East Valley High School,2024-25,<15.8%,,,<15.8%,<20.0%,,,<20.0%,2025-09-02T21:02:56.360Z
103208,11th Grade,WIDAALT,School,East Valley High School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103208,12th Grade,WIDAACC,School,East Valley High School,2024-25,<13.0%,,,<13.0%,Top/Bottom Range - Cross Grade,,,25.0%,2025-09-02T21:02:56.360Z
103208,9th Grade,WIDAACC,School,East Valley High School,2024-25,<10.3%,,,<10.3%,None,26,6,23.08%,2025-09-02T21:02:56.360Z
103208,All Grades,WIDAACC,School,East Valley High School,2024-25,None,101,5,4.85%,None,79,18,22.50%,2025-09-02T21:02:56.360Z
103208,All Grades,WIDAALT,School,East Valley High School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103209,1st Grade,WIDAACC,School,Moxee Elementary,2024-25,<12.5%,,,<12.5%,None,24,9,36.00%,2025-09-02T21:02:56.360Z
103209,1st Grade,WIDAALT,School,Moxee Elementary,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103209,2nd Grade,WIDAACC,School,Moxee Elementary,2024-25,<11.1%,,,<11.1%,None,25,11,44.00%,2025-09-02T21:02:56.360Z
103209,3rd Grade,WIDAACC,School,Moxee Elementary,2024-25,<13.0%,,,<13.0%,Top/Bottom Range - Cross Grade,,,20.8%,2025-09-02T21:02:56.360Z
103209,3rd Grade,WIDAALT,School,Moxee Elementary,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103209,4th Grade,WIDAACC,School,Moxee Elementary,2024-25,None,23,6,25.00%,None,21,15,68.18%,2025-09-02T21:02:56.360Z
103209,4th Grade,WIDAALT,School,Moxee Elementary,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103209,5th Grade,WIDAACC,School,Moxee Elementary,2024-25,None,23,3,12.50%,None,22,10,43.48%,2025-09-02T21:02:56.360Z
103209,5th Grade,WIDAALT,School,Moxee Elementary,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103209,All Grades,WIDAACC,School,Moxee Elementary,2024-25,None,136,14,9.86%,None,114,51,42.50%,2025-09-02T21:02:56.360Z
103209,All Grades,WIDAALT,School,Moxee Elementary,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103209,Kindergarten,WIDAACC,School,Moxee Elementary,2024-25,<17.6%,,,<17.6%,N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103210,1st Grade,WIDAACC,School,Terrace Heights Elementary,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103210,2nd Grade,WIDAACC,School,Terrace Heights Elementary,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103210,3rd Grade,WIDAACC,School,Terrace Heights Elementary,2024-25,<23.1%,,,<23.1%,None,12,6,50.00%,2025-09-02T21:02:56.360Z
103210,4th Grade,WIDAACC,School,Terrace Heights Elementary,2024-25,<27.3%,,,<27.3%,None,10,7,70.00%,2025-09-02T21:02:56.360Z
103210,5th Grade,WIDAACC,School,Terrace Heights Elementary,2024-25,None,14,4,28.57%,None,14,8,57.14%,2025-09-02T21:02:56.360Z
103210,All Grades,WIDAACC,School,Terrace Heights Elementary,2024-25,None,53,8,15.09%,None,46,27,58.70%,2025-09-02T21:02:56.360Z
103210,Kindergarten,WIDAACC,School,Terrace Heights Elementary,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103211,6th Grade,WIDAACC,School,East Valley Central Middle School,2024-25,<10.7%,,,<10.7%,<12.5%,,,<12.5%,2025-09-02T21:02:56.360Z
103211,7th Grade,WIDAACC,School,East Valley Central Middle School,2024-25,<7.1%,,,<7.1%,Top/Bottom Range - Cross Grade,,,26.5%,2025-09-02T21:02:56.360Z
103211,7th Grade,WIDAALT,School,East Valley Central Middle School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103211,8th Grade,WIDAACC,School,East Valley Central Middle School,2024-25,<9.4%,,,<9.4%,None,28,11,39.29%,2025-09-02T21:02:56.360Z
103211,All Grades,WIDAACC,School,East Valley Central Middle School,2024-25,<3.0%,,,<3.0%,None,85,22,25.58%,2025-09-02T21:02:56.360Z
103211,All Grades,WIDAALT,School,East Valley Central Middle School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103212,1st Grade,WIDAACC,School,East Valley Elementary,2024-25,<21.4%,,,<21.4%,None,13,9,69.23%,2025-09-02T21:02:56.360Z
103212,2nd Grade,WIDAACC,School,East Valley Elementary,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103212,3rd Grade,WIDAACC,School,East Valley Elementary,2024-25,<18.8%,,,<18.8%,None,15,4,26.67%,2025-09-02T21:02:56.360Z
103212,4th Grade,WIDAACC,School,East Valley Elementary,2024-25,None,20,9,45.00%,None,18,12,66.67%,2025-09-02T21:02:56.360Z
103212,5th Grade,WIDAACC,School,East Valley Elementary,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103212,All Grades,WIDAACC,School,East Valley Elementary,2024-25,None,78,14,17.95%,None,62,35,56.45%,2025-09-02T21:02:56.360Z
103212,Kindergarten,WIDAACC,School,East Valley Elementary,2024-25,<17.6%,,,<17.6%,N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103215,10th Grade,WIDAACC,School,Selah High School,2024-25,<13.0%,,,<13.0%,N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103215,11th Grade,WIDAACC,School,Selah High School,2024-25,<13.0%,,,<13.0%,<27.3%,,,<27.3%,2025-09-02T21:02:56.360Z
103215,11th Grade,WIDAALT,School,Selah High School,2024-25,N<10,,,N<10 (Count Protected),,,,,2025-09-02T21:02:56.360Z
103215,12th Grade,WIDAACC,School,Selah High School,2024-25,<13.0%,,,<13.0%,N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103215,12th Grade,WIDAALT,School,Selah High School,2024-25,N<10,,,N<10 (Count Protected),,,,,2025-09-02T21:02:56.360Z
103215,9th Grade,WIDAACC,School,Selah High School,2024-25,<10.0%,,,<10.0%,None,27,3,17.24%,2025-09-02T21:02:56.360Z
103215,9th Grade,WIDAALT,School,Selah High School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103215,All Grades,WIDAACC,School,Selah High School,2024-25,<3.1%,,,<3.1%,None,49,3,9.80%,2025-09-02T21:02:56.360Z
103215,All Grades,WIDAALT,School,Selah High School,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103225,1st Grade,WIDAACC,School,Artz Fox Elementary,2024-25,<11.1%,,,<11.1%,None,26,13,50.00%,2025-09-02T21:02:56.360Z
103225,2nd Grade,WIDAACC,School,Artz Fox Elementary,2024-25,<13.0%,,,<13.0%,None,21,11,52.38%,2025-09-02T21:02:56.360Z
103225,3rd Grade,WIDAACC,School,Artz Fox Elementary,2024-25,<10.0%,,,<10.0%,Top/Bottom Range - Cross Grade,,,15.4%,2025-09-02T21:02:56.360Z
103225,4th Grade,WIDAACC,School,Artz Fox Elementary,2024-25,<13.0%,,,<13.0%,None,21,6,28.57%,2025-09-02T21:02:56.360Z
103225,5th Grade,WIDAACC,School,Artz Fox Elementary,2024-25,<11.5%,,,<11.5%,Top/Bottom Range - Cross Grade,,,12.0%,2025-09-02T21:02:56.360Z
103225,6th Grade,WIDAACC,School,Artz Fox Elementary,2024-25,<23.1%,,,<23.1%,<25.0%,,,<25.0%,2025-09-02T21:02:56.360Z
103225,All Grades,WIDAACC,School,Artz Fox Elementary,2024-25,<1.76%,,,<1.76%,None,130,37,28.46%,2025-09-02T21:02:56.360Z
103225,Kindergarten,WIDAACC,School,Artz Fox Elementary,2024-25,<9.4%,,,<9.4%,,,,,2025-09-02T21:02:56.360Z
103229,10th Grade,WIDAACC,School,Contract Learning Center,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103229,11th Grade,WIDAACC,School,Contract Learning Center,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103229,12th Grade,WIDAACC,School,Contract Learning Center,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103229,All Grades,WIDAACC,School,Contract Learning Center,2024-25,N<10,,,N<10 (Count Protected),N<10,,,N<10 (Count Protected),2025-09-02T21:02:56.360Z
103230,1st Grade,WIDAACC,School,Mcclure Elementary School,2024-25,<7.7%,,,<7.7%,None,34,12,35.29%,2025-09-02T21:02:56.360Z
103230,2nd Grade,WIDAACC,School,Mcclure Elementary School,2024-25,<9.1%,,,<9.1%,N<10 - Cross Grade,,,43%,2025-09-02T21:02:56.360Z
103230,3rd Grade,WIDAACC,School,Mcclure Elementary School,2024-25,Top/Bottom Range - Cross Grade,,,19.5%,None,39,13,33.33%,2025-09-02T21:02:56.360Z
